charging_session_id,event_time,charge_start_time,charge_end_time,journey_id,user_id,selected_site_id,city,site_category,vehicle_soc_start_pct,target_soc_pct,battery_capacity_kwh,charger_connector,charger_power_kw,is_fast_charger,energy_required_kwh,energy_delivered_kwh,expected_charge_duration_min,actual_charge_duration_min,delay_ratio,availability_ratio_at_start,estimated_wait_at_start_min,operating_condition,operational_anomaly,severe_delay,day_part,is_weekend
CHG_0D8EAE2091,2026-08-13 17:04:14,2026-08-13 17:04:14,2026-08-13 23:04:14,JNY_907419906,USR_52418,STN_GGN_01,Gurugram,OFFICE,17.1,85.0,67.1,TYPE2_AC,11.0,False,45.56,43.59,289.93,360.0,1.242,0.25,14.0,NORMAL,False,False,EVENING,False
CHG_A6F35AC138,2026-08-13 17:09:59,2026-08-13 17:09:59,2026-08-13 17:59:31,JNY_363244781,USR_86302,STN_DEL_02,Delhi,OFFICE,28.5,80.0,64.5,CCS2,60.0,True,33.22,32.01,36.91,49.54,1.342,0.25,6.0,NORMAL,False,False,EVENING,False
CHG_59E8D8EE19,2026-08-13 17:11:49,2026-08-13 17:11:49,2026-08-13 17:55:34,JNY_547088749,USR_21404,STN_MUM_02,Mumbai,RESIDENTIAL,32.0,85.0,90.0,CCS2,90.0,True,47.7,45.78,37.1,43.75,1.179,0.25,2.0,NORMAL,False,False,EVENING,False
CHG_A20331E0A0,2026-08-13 17:12:09,2026-08-13 17:12:09,2026-08-13 18:19:39,JNY_655396365,USR_34326,STN_MUM_01,Mumbai,MALL,37.2,90.0,60.9,CHAdeMO,50.0,True,32.16,31.03,47.16,67.5,1.431,0.6,0.0,POWER_LIMITATION,True,False,EVENING,False
CHG_A07E7EDD2D,2026-08-13 17:17:45,2026-08-13 17:17:45,2026-08-13 18:22:07,JNY_413676248,USR_95559,STN_DEL_03,Delhi,HIGHWAY,18.7,85.0,69.1,CCS2,60.0,True,45.81,43.75,53.45,64.37,1.204,0.2,7.0,NORMAL,False,False,EVENING,False
CHG_E88CF43473,2026-08-13 17:20:25,2026-08-13 17:20:25,2026-08-13 17:44:26,JNY_617323925,USR_23969,STN_MUM_01,Mumbai,MALL,23.0,90.0,75.5,CCS2,150.0,True,50.59,48.0,24.73,24.02,0.971,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_91F39D41AE,2026-08-13 17:33:08,2026-08-13 17:33:08,2026-08-13 17:55:23,JNY_809037014,USR_35253,STN_BLR_01,Bengaluru,OFFICE,53.9,85.0,84.3,CCS2,120.0,True,26.22,25.42,15.29,22.25,1.455,0.0,12.0,NORMAL,False,False,EVENING,False
CHG_48D52BE5A9,2026-08-13 17:40:55,2026-08-13 17:40:55,2026-08-13 18:10:43,JNY_301800989,USR_77348,STN_MUM_02,Mumbai,RESIDENTIAL,57.8,90.0,73.9,CCS2,120.0,True,23.8,22.27,14.54,29.81,2.05,0.75,0.0,CHARGER_FAULT,True,True,EVENING,False
CHG_B4A6B85DE4,2026-08-13 17:42:03,2026-08-13 17:42:03,2026-08-13 18:16:24,JNY_300983696,USR_25338,STN_GGN_02,Gurugram,MALL,28.2,85.0,76.2,CCS2,120.0,True,43.28,41.7,25.25,34.35,1.361,0.2,9.0,NORMAL,False,False,EVENING,False
CHG_48A462C8D1,2026-08-13 17:45:24,2026-08-13 17:45:24,2026-08-13 18:53:42,JNY_321060649,USR_79758,STN_MUM_01,Mumbai,MALL,33.1,90.0,66.7,CCS2,90.0,True,37.95,36.92,30.92,68.31,2.209,0.4,0.0,CHARGER_FAULT,True,True,EVENING,False
CHG_55709581EF,2026-08-13 17:46:56,2026-08-13 17:46:56,2026-08-13 18:27:44,JNY_979995577,USR_28178,STN_GGN_01,Gurugram,OFFICE,36.6,80.0,87.8,CCS2,90.0,True,38.11,36.33,28.23,40.81,1.446,0.25,11.0,NORMAL,False,False,EVENING,False
CHG_13B1912E7E,2026-08-13 17:48:08,2026-08-13 17:48:08,2026-08-13 18:08:37,JNY_271838735,USR_58316,STN_MUM_02,Mumbai,RESIDENTIAL,35.2,85.0,70.7,CCS2,120.0,True,35.21,33.9,20.54,20.49,0.998,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_4B9E0F7D37,2026-08-13 17:49:54,2026-08-13 17:49:54,2026-08-13 18:04:02,JNY_459798284,USR_74868,STN_GGN_02,Gurugram,MALL,55.3,85.0,65.6,CCS2,120.0,True,19.48,18.05,11.37,14.13,1.244,0.2,3.0,NORMAL,False,False,EVENING,False
CHG_D745ADB070,2026-08-13 17:51:05,2026-08-13 17:51:05,2026-08-13 18:10:18,JNY_851008468,USR_61234,STN_GGN_02,Gurugram,MALL,35.6,90.0,65.9,CCS2,150.0,True,35.85,33.98,17.53,19.22,1.097,0.6,0.0,NORMAL,False,False,EVENING,False
CHG_6F37788806,2026-08-13 17:52:04,2026-08-13 17:52:04,2026-08-13 19:05:39,JNY_276777137,USR_12218,STN_MUM_02,Mumbai,RESIDENTIAL,20.6,90.0,75.2,CHAdeMO,50.0,True,52.19,50.4,76.54,73.58,0.961,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_1DB69D9C73,2026-08-13 17:58:12,2026-08-13 17:58:12,2026-08-13 18:24:57,JNY_363606504,USR_95266,STN_MUM_02,Mumbai,RESIDENTIAL,41.0,90.0,63.6,CCS2,90.0,True,31.16,29.95,25.39,26.76,1.054,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_B542FE9604,2026-08-13 17:58:20,2026-08-13 17:58:20,2026-08-13 18:33:39,JNY_984019084,USR_15610,STN_JPR_01,Jaipur,MALL,15.0,85.0,69.5,CCS2,120.0,True,48.65,46.96,28.38,35.32,1.245,0.2,6.0,NORMAL,False,False,EVENING,False
CHG_70E7565C19,2026-08-13 17:59:33,2026-08-13 17:59:33,2026-08-13 18:54:01,JNY_913224673,USR_75337,STN_JPR_02,Jaipur,HIGHWAY,39.1,80.0,73.2,CHAdeMO,50.0,True,29.94,28.76,39.92,54.48,1.365,0.0,8.0,NORMAL,False,False,EVENING,False
CHG_923A186986,2026-08-13 18:02:20,2026-08-13 18:02:20,2026-08-13 18:30:44,JNY_153080610,USR_63013,STN_DEL_01,Delhi,MALL,33.0,80.0,72.3,CCS2,120.0,True,33.98,31.59,18.88,28.41,1.505,0.0,10.0,NORMAL,False,True,EVENING,False
CHG_93E425675F,2026-08-13 18:05:14,2026-08-13 18:05:14,2026-08-13 18:22:03,JNY_930250279,USR_90053,STN_JPR_01,Jaipur,MALL,44.5,80.0,74.4,CCS2,120.0,True,26.41,26.03,14.67,16.82,1.146,0.4,10.0,NORMAL,False,False,EVENING,False
CHG_A7D73D8EF5,2026-08-13 18:05:32,2026-08-13 18:05:32,2026-08-14 00:05:32,JNY_427753816,USR_71166,STN_MUM_02,Mumbai,RESIDENTIAL,32.0,85.0,88.7,TYPE2_AC,7.2,False,47.01,44.56,457.05,360.0,0.788,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_7B3FBC958E,2026-08-13 18:08:53,2026-08-13 18:08:53,2026-08-13 18:56:51,JNY_406917877,USR_94806,STN_JPR_01,Jaipur,MALL,12.9,85.0,77.5,CHAdeMO,100.0,True,55.88,53.34,39.11,47.98,1.227,0.2,10.0,NORMAL,False,False,EVENING,False
CHG_DE3E3031AA,2026-08-13 18:11:54,2026-08-13 18:11:54,2026-08-13 19:27:52,JNY_863775005,USR_57918,STN_MUM_01,Mumbai,MALL,13.6,85.0,79.1,CCS2,60.0,True,56.48,53.93,65.89,75.97,1.153,0.4,5.0,NORMAL,False,False,EVENING,False
CHG_6AB12EDC89,2026-08-13 18:17:07,2026-08-13 18:17:07,2026-08-13 18:55:14,JNY_428303531,USR_30486,STN_BLR_01,Bengaluru,OFFICE,45.3,85.0,76.0,CHAdeMO,75.0,True,30.17,29.13,28.16,38.12,1.354,0.0,9.0,NORMAL,False,False,EVENING,False
CHG_8894467739,2026-08-13 18:18:28,2026-08-13 18:18:28,2026-08-13 18:34:32,JNY_720338899,USR_45553,STN_MUM_01,Mumbai,MALL,35.7,80.0,59.6,CCS2,120.0,True,26.4,25.35,14.67,16.07,1.095,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_47E5371DB8,2026-08-13 18:22:40,2026-08-13 18:22:40,2026-08-13 19:11:55,JNY_809471233,USR_14337,STN_MUM_01,Mumbai,MALL,15.4,90.0,73.2,CCS2,90.0,True,54.61,52.54,44.49,49.26,1.107,0.2,3.0,NORMAL,False,False,EVENING,False
CHG_6A0C292BBF,2026-08-13 18:23:44,2026-08-13 18:23:44,2026-08-13 18:46:47,JNY_888191987,USR_32271,STN_MUM_02,Mumbai,RESIDENTIAL,26.4,85.0,79.0,CCS2,150.0,True,46.29,45.53,21.6,23.07,1.068,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_269CA86AB7,2026-08-13 18:27:50,2026-08-13 18:27:50,2026-08-13 18:53:24,JNY_416028756,USR_19578,STN_GGN_02,Gurugram,MALL,22.3,80.0,78.3,CCS2,150.0,True,45.18,43.46,20.08,25.57,1.273,0.2,11.0,NORMAL,False,False,EVENING,False
CHG_23568D4118,2026-08-13 18:31:37,2026-08-13 18:31:37,2026-08-13 18:54:55,JNY_284219141,USR_38735,STN_MUM_02,Mumbai,RESIDENTIAL,25.4,80.0,61.0,CHAdeMO,100.0,True,33.31,31.59,22.2,23.31,1.05,0.5,0.0,NORMAL,False,False,EVENING,False
CHG_B1DB5C0E00,2026-08-13 18:34:14,2026-08-13 18:34:14,2026-08-13 20:41:36,JNY_779519039,USR_80103,STN_DEL_01,Delhi,MALL,28.7,85.0,55.5,TYPE2_AC,22.0,False,31.25,29.84,99.42,127.38,1.281,0.2,5.0,NORMAL,False,False,EVENING,False
CHG_4F29DE0F58,2026-08-13 18:35:44,2026-08-13 18:35:44,2026-08-13 20:01:05,JNY_724358380,USR_44356,STN_DEL_01,Delhi,MALL,22.2,80.0,87.2,CHAdeMO,50.0,True,50.4,48.42,67.2,85.35,1.27,0.2,7.0,NORMAL,False,False,EVENING,False
CHG_7619887534,2026-08-13 18:37:11,2026-08-13 18:37:11,2026-08-14 00:14:35,JNY_770897136,USR_73245,STN_JPR_01,Jaipur,MALL,16.7,90.0,57.5,TYPE2_AC,11.0,False,42.15,39.73,280.98,337.41,1.201,0.2,2.0,NORMAL,False,False,EVENING,False
CHG_4BAC79097D,2026-08-13 18:37:38,2026-08-13 18:37:38,2026-08-14 00:37:38,JNY_484574506,USR_16011,STN_MUM_02,Mumbai,RESIDENTIAL,33.2,90.0,81.3,TYPE2_AC,11.0,False,46.18,44.49,307.86,360.0,1.169,0.5,9.0,NORMAL,False,False,EVENING,False
CHG_1249578C9D,2026-08-13 18:38:56,2026-08-13 18:38:56,2026-08-13 21:23:42,JNY_226059395,USR_73567,STN_JPR_02,Jaipur,HIGHWAY,18.1,80.0,69.8,TYPE2_AC,22.0,False,43.21,42.62,130.93,164.77,1.258,0.2,3.0,NORMAL,False,False,EVENING,False
CHG_40E844395A,2026-08-13 18:43:03,2026-08-13 18:43:03,2026-08-13 19:28:33,JNY_515282780,USR_57231,STN_GGN_02,Gurugram,MALL,28.5,85.0,74.3,CCS2,90.0,True,41.98,40.99,32.65,45.5,1.394,0.2,8.0,NORMAL,False,False,EVENING,False
CHG_03B9E01E43,2026-08-13 18:58:13,2026-08-13 18:58:13,2026-08-13 19:21:18,JNY_649541801,USR_79742,STN_GGN_02,Gurugram,MALL,57.1,80.0,85.8,CHAdeMO,75.0,True,19.65,18.51,17.47,23.09,1.322,0.2,5.0,NORMAL,False,False,EVENING,False
CHG_38C23D968D,2026-08-13 19:10:09,2026-08-13 19:10:09,2026-08-13 20:14:09,JNY_283898842,USR_92632,STN_JPR_02,Jaipur,HIGHWAY,13.2,90.0,72.2,CCS2,90.0,True,55.45,53.82,45.18,64.01,1.417,0.0,12.0,NORMAL,False,False,EVENING,False
CHG_989E6262AF,2026-08-13 19:10:17,2026-08-13 19:10:17,2026-08-13 19:37:07,JNY_705357817,USR_65297,STN_BLR_01,Bengaluru,OFFICE,14.6,85.0,61.4,CCS2,120.0,True,43.23,41.63,25.21,26.85,1.065,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_3B5B84355A,2026-08-13 19:16:28,2026-08-13 19:16:28,2026-08-13 20:15:11,JNY_775529686,USR_94891,STN_DEL_01,Delhi,MALL,25.7,80.0,65.8,CHAdeMO,50.0,True,35.73,33.84,47.64,58.73,1.233,0.4,6.0,NORMAL,False,False,EVENING,False
CHG_28BEC04633,2026-08-13 19:20:18,2026-08-13 19:20:18,2026-08-13 19:56:47,JNY_582915170,USR_55326,STN_GGN_02,Gurugram,MALL,27.8,80.0,90.0,CCS2,90.0,True,46.98,45.85,34.8,36.49,1.049,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_89C369309D,2026-08-13 19:20:47,2026-08-13 19:20:47,2026-08-13 19:53:49,JNY_481367912,USR_27083,STN_BLR_01,Bengaluru,OFFICE,32.4,85.0,83.4,CCS2,120.0,True,43.87,41.37,25.59,33.05,1.291,0.25,6.0,NORMAL,False,False,EVENING,False
CHG_B8FF5BBFEA,2026-08-13 19:23:35,2026-08-13 19:23:35,2026-08-13 20:05:06,JNY_350870023,USR_95152,STN_DEL_01,Delhi,MALL,46.4,80.0,72.8,CCS2,120.0,True,24.46,23.58,13.59,41.53,3.056,0.0,75.0,CHARGER_FAULT,True,True,EVENING,False
CHG_65F32154F0,2026-08-13 19:26:21,2026-08-13 19:26:21,2026-08-13 20:29:42,JNY_552635437,USR_74937,STN_DEL_03,Delhi,HIGHWAY,35.2,90.0,76.7,CCS2,60.0,True,42.03,40.59,51.37,63.36,1.233,0.2,2.0,NORMAL,False,False,EVENING,False
CHG_CBCAC8A822,2026-08-13 19:27:50,2026-08-13 19:27:50,2026-08-13 19:57:51,JNY_878824740,USR_10908,STN_GGN_01,Gurugram,OFFICE,13.3,90.0,85.7,CCS2,150.0,True,65.73,63.29,32.14,30.03,0.935,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_78B3930B2B,2026-08-13 19:33:30,2026-08-13 19:33:30,2026-08-13 20:10:07,JNY_361734050,USR_97372,STN_GGN_02,Gurugram,MALL,29.1,85.0,75.2,CCS2,120.0,True,42.04,40.2,24.52,36.63,1.494,0.2,24.0,NORMAL,False,False,EVENING,False
CHG_3424498C3F,2026-08-13 19:34:13,2026-08-13 19:34:13,2026-08-13 19:58:51,JNY_300815861,USR_12644,STN_GGN_02,Gurugram,MALL,37.7,80.0,77.9,CCS2,90.0,True,32.95,31.85,24.41,24.64,1.01,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_16753BAD4D,2026-08-13 19:34:28,2026-08-13 19:34:28,2026-08-13 20:10:10,JNY_718490581,USR_79911,STN_BLR_01,Bengaluru,OFFICE,30.8,80.0,86.1,CCS2,90.0,True,42.36,42.15,31.38,35.71,1.138,0.75,5.0,NORMAL,False,False,EVENING,False
CHG_458892334B,2026-08-13 19:37:17,2026-08-13 19:37:17,2026-08-13 20:20:55,JNY_825850982,USR_97178,STN_JPR_01,Jaipur,MALL,16.4,85.0,80.8,CCS2,120.0,True,55.43,53.81,32.33,43.64,1.35,0.2,8.0,NORMAL,False,False,EVENING,False
CHG_6324F20B0C,2026-08-13 19:39:21,2026-08-13 19:39:21,2026-08-13 21:27:59,JNY_573558353,USR_21848,STN_DEL_02,Delhi,OFFICE,29.3,95.0,85.2,CCS2,60.0,True,55.98,53.33,71.53,108.64,1.519,0.25,14.0,NORMAL,False,True,EVENING,False
CHG_6C22CD2832,2026-08-13 19:42:20,2026-08-13 19:42:20,2026-08-13 20:55:47,JNY_347617735,USR_65510,STN_BLR_01,Bengaluru,OFFICE,14.6,90.0,76.2,CCS2,60.0,True,57.45,54.1,70.22,73.46,1.046,1.0,3.0,NORMAL,False,False,EVENING,False
CHG_D7E8F27BD4,2026-08-13 19:43:56,2026-08-13 19:43:56,2026-08-13 20:48:52,JNY_442549334,USR_65068,STN_DEL_01,Delhi,MALL,11.9,85.0,69.0,CCS2,60.0,True,50.44,48.75,58.85,64.94,1.104,0.2,2.0,NORMAL,False,False,EVENING,False
CHG_FBA4BC35C4,2026-08-13 19:52:09,2026-08-13 19:52:09,2026-08-13 20:23:23,JNY_440335430,USR_36972,STN_DEL_02,Delhi,OFFICE,25.2,85.0,81.6,CCS2,120.0,True,48.8,47.56,28.46,31.24,1.097,1.0,2.0,NORMAL,False,False,EVENING,False
CHG_F1D1A67E37,2026-08-13 19:54:30,2026-08-13 19:54:30,2026-08-13 20:33:59,JNY_147510724,USR_81904,STN_DEL_01,Delhi,MALL,24.2,90.0,79.0,CCS2,120.0,True,51.98,49.58,31.77,39.49,1.243,0.2,4.0,NORMAL,False,False,EVENING,False
CHG_112AAC0C4D,2026-08-13 20:03:10,2026-08-13 20:03:10,2026-08-13 20:18:07,JNY_487196645,USR_45495,STN_JPR_01,Jaipur,MALL,39.4,80.0,79.7,CCS2,150.0,True,32.36,31.19,14.38,14.96,1.04,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_F63CAD7170,2026-08-13 20:04:19,2026-08-13 20:04:19,2026-08-13 20:41:26,JNY_865034069,USR_90884,STN_BLR_01,Bengaluru,OFFICE,33.1,90.0,73.1,CCS2,90.0,True,41.59,39.73,33.89,37.13,1.096,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_1CDD925844,2026-08-13 20:04:19,2026-08-13 20:04:19,2026-08-13 20:59:48,JNY_639534681,USR_86607,STN_JPR_02,Jaipur,HIGHWAY,36.8,80.0,76.8,CHAdeMO,50.0,True,33.18,31.33,44.24,55.49,1.254,0.2,12.0,NORMAL,False,False,EVENING,False
CHG_A032BCFE4B,2026-08-13 20:06:15,2026-08-13 20:06:15,2026-08-13 20:39:00,JNY_826497676,USR_47812,STN_DEL_03,Delhi,HIGHWAY,38.7,95.0,90.0,CCS2,150.0,True,50.67,49.27,25.9,32.75,1.265,0.4,10.0,NORMAL,False,False,EVENING,False
CHG_90F545E109,2026-08-13 20:06:53,2026-08-13 20:06:53,2026-08-13 22:34:33,JNY_974456786,USR_35096,STN_BLR_01,Bengaluru,OFFICE,57.5,85.0,89.0,TYPE2_AC,11.0,False,24.48,23.8,155.75,147.68,0.948,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_2E46260EDB,2026-08-13 20:10:54,2026-08-13 20:10:54,2026-08-13 20:30:47,JNY_348647130,USR_93904,STN_GGN_02,Gurugram,MALL,30.4,85.0,60.5,CCS2,120.0,True,33.03,31.64,19.27,19.89,1.032,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_415A662496,2026-08-13 20:14:31,2026-08-13 20:14:31,2026-08-13 21:15:55,JNY_895167710,USR_52267,STN_BLR_01,Bengaluru,OFFICE,33.7,90.0,75.3,CHAdeMO,50.0,True,42.39,40.42,62.18,61.41,0.988,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_D041A580E0,2026-08-13 20:19:11,2026-08-13 20:19:11,2026-08-13 21:03:27,JNY_543056148,USR_43658,STN_GGN_01,Gurugram,OFFICE,15.9,85.0,72.3,CCS2,90.0,True,49.96,47.92,38.86,44.28,1.139,0.5,0.0,NORMAL,False,False,EVENING,False
CHG_BDE0029C3B,2026-08-13 20:24:28,2026-08-13 20:24:28,2026-08-13 20:57:18,JNY_547222797,USR_60318,STN_DEL_02,Delhi,OFFICE,23.7,90.0,65.4,CCS2,90.0,True,43.36,41.94,35.33,32.84,0.929,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_51D436C7AF,2026-08-13 20:24:34,2026-08-13 20:24:34,2026-08-13 20:46:41,JNY_448257822,USR_73564,STN_BLR_01,Bengaluru,OFFICE,40.9,90.0,90.0,CCS2,150.0,True,44.19,41.74,21.6,22.12,1.024,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_0D9E449564,2026-08-13 20:28:08,2026-08-13 20:28:08,2026-08-13 21:27:49,JNY_685012115,USR_23212,STN_JPR_02,Jaipur,HIGHWAY,29.3,95.0,80.5,CHAdeMO,75.0,True,52.89,51.51,54.06,59.7,1.104,0.4,6.0,NORMAL,False,False,EVENING,False
CHG_B3C168C423,2026-08-13 20:30:50,2026-08-13 20:30:50,2026-08-13 20:49:11,JNY_388855428,USR_28089,STN_DEL_02,Delhi,OFFICE,41.3,85.0,66.9,CCS2,120.0,True,29.24,28.76,17.05,18.35,1.076,0.5,0.0,NORMAL,False,False,EVENING,False
CHG_448D23AE1A,2026-08-13 20:31:26,2026-08-13 20:31:26,2026-08-13 21:06:12,JNY_585971285,USR_49749,STN_MUM_01,Mumbai,MALL,39.6,95.0,88.8,CCS2,120.0,True,49.2,47.94,31.43,34.78,1.107,0.2,3.0,NORMAL,False,False,EVENING,False
CHG_75B36C7AC1,2026-08-13 20:32:54,2026-08-13 20:32:54,2026-08-13 21:24:16,JNY_145434627,USR_56822,STN_GGN_02,Gurugram,MALL,20.9,85.0,72.7,CHAdeMO,75.0,True,46.6,43.57,43.49,51.38,1.181,0.2,6.0,NORMAL,False,False,EVENING,False
CHG_C4BE148EA0,2026-08-13 20:32:58,2026-08-13 20:32:58,2026-08-13 21:24:59,JNY_424151466,USR_16321,STN_MUM_01,Mumbai,MALL,13.6,90.0,88.6,CCS2,120.0,True,67.69,64.08,41.37,52.03,1.258,0.2,7.0,NORMAL,False,False,EVENING,False
CHG_5F6B06AEE8,2026-08-13 20:45:04,2026-08-13 20:45:04,2026-08-13 21:13:25,JNY_632915057,USR_54522,STN_BLR_01,Bengaluru,OFFICE,25.0,80.0,86.1,CCS2,120.0,True,47.35,44.26,26.31,28.36,1.078,0.5,0.0,NORMAL,False,False,EVENING,False
CHG_DE31107B47,2026-08-13 20:45:57,2026-08-13 20:45:57,2026-08-13 21:12:40,JNY_127109764,USR_50860,STN_MUM_01,Mumbai,MALL,22.2,80.0,80.0,CCS2,120.0,True,46.24,44.67,25.69,26.73,1.041,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_B4DE232B04,2026-08-13 20:46:57,2026-08-13 20:46:57,2026-08-13 22:45:21,JNY_861004367,USR_37884,STN_MUM_01,Mumbai,MALL,37.6,85.0,65.2,TYPE2_AC,22.0,False,30.9,28.54,98.33,118.41,1.204,0.2,2.0,NORMAL,False,False,EVENING,False
CHG_9EEC61DCE4,2026-08-13 20:47:28,2026-08-13 20:47:28,2026-08-13 23:25:40,JNY_976141685,USR_59629,STN_BLR_01,Bengaluru,OFFICE,29.6,85.0,66.4,TYPE2_AC,22.0,False,36.79,35.12,117.05,158.21,1.352,0.75,1.0,POWER_LIMITATION,True,False,EVENING,False
CHG_BD2586173A,2026-08-13 20:50:52,2026-08-13 20:50:52,2026-08-13 21:06:50,JNY_899305628,USR_66232,STN_JPR_02,Jaipur,HIGHWAY,45.5,80.0,82.1,CCS2,120.0,True,28.32,27.2,15.74,15.98,1.016,0.6,0.0,NORMAL,False,False,EVENING,False
CHG_5428F77F2F,2026-08-13 20:54:19,2026-08-13 20:54:19,2026-08-13 21:14:01,JNY_436157772,USR_88943,STN_BLR_01,Bengaluru,OFFICE,33.6,90.0,67.9,CCS2,150.0,True,38.3,37.08,18.72,19.71,1.053,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_5674CA018B,2026-08-13 20:59:03,2026-08-13 20:59:03,2026-08-13 21:23:06,JNY_428625049,USR_45482,STN_BLR_01,Bengaluru,OFFICE,40.7,85.0,75.4,CCS2,90.0,True,33.4,31.97,25.98,24.06,0.926,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_973143A68E,2026-08-13 21:05:10,2026-08-13 21:05:10,2026-08-13 21:52:17,JNY_154744855,USR_23546,STN_DEL_02,Delhi,OFFICE,36.2,85.0,75.8,CCS2,60.0,True,36.99,36.12,43.16,47.13,1.092,0.5,0.0,NORMAL,False,False,NIGHT,False
CHG_FC2F903FFF,2026-08-13 21:08:58,2026-08-13 21:08:58,2026-08-13 21:38:37,JNY_601452078,USR_57052,STN_GGN_01,Gurugram,OFFICE,26.3,90.0,70.0,CCS2,120.0,True,44.59,42.97,27.25,29.65,1.088,0.75,0.0,NORMAL,False,False,NIGHT,False
CHG_3CA90FCA87,2026-08-13 21:17:36,2026-08-13 21:17:36,2026-08-13 21:58:41,JNY_346607145,USR_52039,STN_JPR_01,Jaipur,MALL,14.5,90.0,61.7,CCS2,90.0,True,46.58,44.96,37.96,41.09,1.082,0.4,0.0,NORMAL,False,False,NIGHT,False
CHG_4AFA4B0D98,2026-08-13 21:25:28,2026-08-13 21:25:28,2026-08-13 22:34:56,JNY_433516071,USR_16930,STN_BLR_01,Bengaluru,OFFICE,19.4,95.0,73.0,CCS2,60.0,True,55.19,52.29,70.52,69.48,0.985,0.75,0.0,NORMAL,False,False,NIGHT,False
CHG_E183F677C5,2026-08-13 21:26:25,2026-08-13 21:26:25,2026-08-13 22:26:40,JNY_145577505,USR_14932,STN_GGN_02,Gurugram,MALL,11.7,85.0,86.0,CCS2,90.0,True,63.04,59.47,49.03,60.26,1.229,0.4,4.0,NORMAL,False,False,NIGHT,False
CHG_979E51057D,2026-08-13 21:26:59,2026-08-13 21:26:59,2026-08-13 21:57:44,JNY_462653893,USR_97877,STN_BLR_01,Bengaluru,OFFICE,29.2,80.0,73.7,CHAdeMO,75.0,True,37.44,35.83,33.28,30.77,0.924,1.0,0.0,NORMAL,False,False,NIGHT,False
CHG_2B960B3E3A,2026-08-13 21:31:19,2026-08-13 21:31:19,2026-08-14 03:31:19,JNY_771291819,USR_29641,STN_MUM_02,Mumbai,RESIDENTIAL,17.6,90.0,61.2,TYPE2_AC,11.0,False,44.31,43.28,295.39,360.0,1.219,0.5,6.0,NORMAL,False,False,NIGHT,False
CHG_F85A55C5EF,2026-08-13 21:35:39,2026-08-13 21:35:39,2026-08-13 22:13:27,JNY_306408298,USR_85858,STN_JPR_01,Jaipur,MALL,27.8,85.0,70.0,CCS2,90.0,True,40.04,38.61,31.14,37.8,1.214,0.2,2.0,NORMAL,False,False,NIGHT,False
CHG_D9C15CA791,2026-08-13 21:37:16,2026-08-13 21:37:16,2026-08-13 22:22:24,JNY_166381672,USR_53122,STN_JPR_02,Jaipur,HIGHWAY,16.1,95.0,79.0,CCS2,120.0,True,62.33,60.67,39.82,45.13,1.133,0.2,2.0,NORMAL,False,False,NIGHT,False
CHG_A15F086534,2026-08-13 21:42:16,2026-08-13 21:42:16,2026-08-13 23:56:02,JNY_778050747,USR_80865,STN_BLR_01,Bengaluru,OFFICE,34.6,80.0,88.2,TYPE2_AC,22.0,False,40.04,37.46,121.34,133.78,1.102,1.0,0.0,MINOR_SLOWDOWN,True,False,NIGHT,False
CHG_77A1E863FA,2026-08-13 22:01:46,2026-08-13 22:01:46,2026-08-13 22:33:31,JNY_389716943,USR_44039,STN_MUM_02,Mumbai,RESIDENTIAL,37.7,95.0,67.7,CCS2,120.0,True,38.79,36.33,24.78,31.75,1.281,0.5,11.0,NORMAL,False,False,NIGHT,False
CHG_AEE8D635D1,2026-08-13 22:08:26,2026-08-13 22:08:26,2026-08-13 23:20:39,JNY_216931542,USR_14604,STN_BLR_01,Bengaluru,OFFICE,33.7,80.0,53.5,TYPE2_AC,22.0,False,24.77,23.42,75.06,72.22,0.962,0.75,0.0,NORMAL,False,False,NIGHT,False
CHG_B1CD20142F,2026-08-13 22:11:33,2026-08-13 22:11:33,2026-08-13 22:21:39,JNY_342119460,USR_35939,STN_DEL_02,Delhi,OFFICE,54.1,90.0,59.2,CCS2,150.0,True,21.25,20.6,10.39,10.11,0.973,0.75,0.0,NORMAL,False,False,NIGHT,False
